Date,ADYEY,AFRM,ALKT,AVLR,AVDX,BKKT,BILL,BL,BLND,SQ,BHG,BTRS,CLOV,COIN,COMP,DAVE,DLO,DOMA,DCT,ENV,EVER,EXFY,FLT,FLYW,FCH.L,GDOT,HIPO,INTA,KPLT,LMND,LSPD,LDI,LU,MQ,MELI,MILE,ML,NCNO,NRDS,NU,OLO,OPEN,OSCR,PAGS,PAY,PAYO,PYPL,QTWO,RDFN,RELY,HOOD,ROOT,SEZNL,SHOP,SOFI,STNE,TOST,UPST,VIRT,WPLCF,XROLF
2020-03-31 00:00:00,0.154824,,,0.6997,,,,0.7993,,0.4011,,,,,,,,,,0.69,0.9357,,0.791,,0.460573,0.6279,,,,,,,,,0.4795,,,,,,,,,0.5166,,,0.4494,0.4842,0.1846,,,,0.515206,0.5488,,0.8346,,,0.415,,0.849696
2019-12-31 00:00:00,0.144552,,,0.7045,,,,0.7897,,0.4024,,,,,,,,,,0.6851,0.9349,,0.8018,,0.460787,0.602,,,,,,,,,0.4868,,,,,,,,,0.5058,,,0.4513,0.4831,0.1937,,,,,0.5561,,0.8733,,,0.481,,0.847537
2019-09-30 00:00:00,0.149471,,,0.709,,,,0.7804,,0.4043,,,,,,,,,,0.681,0.9316,,0.8138,,0.46101,0.6496,,,,,,,,,0.4906,,,,,,,,,0.5,,,0.4537,0.4838,0.208,,,,,0.5563,,0.9104,,,0.484,,0.841954
2019-06-30 00:00:00,0.151735,,,0.7095,,,,0.7833,,0.4029,,,,,,,,,,0.6769,0.9314,,0.7924,,0.452018,0.6678,,,,,,,,,0.4849,,,,,,,,,0.5016,,,0.4578,0.4845,0.2244,,,,,0.5539,,,,,0.496,,0.835542
2019-03-31 00:00:00,0.157728,,,0.7132,,,,0.7797,,0.3953,,,,,,,,,,0.6749,0.9268,,0.7955,,0.44186,0.599,,,,,,,,,0.4851,,,,,,,,,0.5051,,,0.4653,0.4917,0.2444,,,,,0.5564,,,,,0.528,,0.83146
2018-12-31 00:00:00,0.15872,,,0.72,,,,0.7814,,0.3903,,,,,,,,,,0.6764,0.9254,,0.7928,,,0.5738,,,,,,,,,0.5084,,,,,,,,,,,,0.4963,0.4934,0.2658,,,,,0.5588,,,,,0.492,,0.826712
2018-09-30 00:00:00,,,,,,,,0.7861,,0.3836,,,,,,,,,,0.6768,,,0.8099,,,0.6177,,,,,,,,,0.5322,,,,,,,,,,,,0.4947,0.4907,0.278,,,,,0.5651,,,,,0.473,,0.821179
2018-06-30 00:00:00,,,,,,,,0.7766,,0.3803,,,,,,,,,,0.6796,,,0.801,,,0.6747,,,,,,,,,0.5631,,,,,,,,,,,,0.492,0.4878,0.2846,,,,,0.5684,,,,,0.468,,0.814712
2018-03-31 00:00:00,,,,,,,,0.7714,,0.3788,,,,,,,,,,0.6813,,,0.8144,,,0.5744,,,,,,,,,0.5916,,,,,,,,,,,,0.4887,0.4821,0.3,,,,,0.5646,,,,,0.376,,0.8032
2017-12-31 00:00:00,,,,,,,,0.7758,,0.3735,,,,,,,,,,0.6829,,,0.8074,,,0.5951,,,,,,,,,0.6099,,,,,,,,,,,,0.4558,0.4865,,,,,,0.5638,,,,,0.368,,0.789669
2017-09-30 00:00:00,,,,,,,,0.7763,,0.3659,,,,,,,,,,0.6836,,,0.8091,,,0.568,,,,,,,,,0.6244,,,,,,,,,,,,0.462,0.4913,,,,,,0.5521,,,,,0.425,,0.778356
2017-06-30 00:00:00,,,,,,,,0.777,,0.3566,,,,,,,,,,0.6871,,,0.8043,,,0.6724,,,,,,,,,0.6311,,,,,,,,,,,,0.4676,0.4907,,,,,,0.545,,,,,0.461,,0.765106
2017-03-31 00:00:00,,,,,,,,,,0.337,,,,,,,,,,0.6886,,,0.8084,,,0.6012,,,,,,,,,0.6355,,,,,,,,,,,,0.4742,0.4867,,,,,,0.5385,,,,,0.488,,0.763352
2016-12-31 00:00:00,,,,,,,,,,0.3176,,,,,,,,,,0.6839,,,0.8013,,,0.5835,,,,,,,,,0.639,,,,,,,,,,,,0.481,0.4783,,,,,,0.5455,,,,,0.506,,0.761294
2016-09-30 00:00:00,,,,,,,,,,0.3045,,,,,,,,,,0.6667,,,0.8069,,,0.6055,,,,,,,,,0.6469,,,,,,,,,,,,0.4888,0.4688,,,,,,0.5477,,,,,0.535,,0.760303
2016-06-30 00:00:00,,,,,,,,,,0.2903,,,,,,,,,,0.6425,,,0.8073,,,0.6684,,,,,,,,,0.6586,,,,,,,,,,,,0.4997,0.4661,,,,,,0.5477,,,,,0.536,,0.759098
2016-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,0.6167,,,0.8045,,,0.5382,,,,,,,,,0.6702,,,,,,,,,,,,0.5103,0.463,,,,,,0.5561,,,,,0.55,,0.750364
2015-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,0.5965,,,0.7985,,,0.5761,,,,,,,,,0.6851,,,,,,,,,,,,,0.45,,,,,,0.5647,,,,,0.55,,0.739227
2015-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,0.5844,,,0.8157,,,0.5908,,,,,,,,,0.6972,,,,,,,,,,,,,0.4409,,,,,,,,,,,0.531,,0.723979
2015-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,0.5777,,,0.8045,,,0.6786,,,,,,,,,0.708,,,,,,,,,,,,,0.4302,,,,,,,,,,,,,0.704015
2015-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,0.5657,,,0.8508,,,0.6322,,,,,,,,,0.7158,,,,,,,,,,,,,0.4177,,,,,,,,,,,,,0.704015
