Date,ADYEY,AFRM,ALKT,AVDX,AVLR,BHG,BILL,BKKT,BL,BLND,BLSH,BTRS,BULL,CHYM,CLOV,COIN,COMP,CRCL,DAVE,DCT,DLO,DOMA,ENV,ETOR,EVER,EXFY,FCH.L,FIGR,CPAY,FLYW,GDOT,GEMI,HIPO,HOOD,INTA,KLAR,KPLT,LDI,LMND,LSPD,LU,MELI,MILE,ML,MQ,NCNO,NRDS,NU,OLO,OPEN,OSCR,PAGS,PAY,PAYO,PYPL,QTWO,RDFN,RELY,ROOT,SEZNL,SHOP,SLDE,SOFI,SQ,STNE,TOST,UPST,VIRT,WPLCF,XROLF
2020-12-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2020-09-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2020-06-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2020-03-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2019-12-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2019-09-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2019-06-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2019-03-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2018-12-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2018-09-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2018-06-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2018-03-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2017-12-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2017-09-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2017-06-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2017-03-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2016-12-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2016-09-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2016-06-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2016-03-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2015-12-31 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2015-09-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
2015-06-30 00:00:00,Greater than 40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,Greater than 40%,,Between 20%-40%,Greater than 40%,,Less than 20%,,,Greater than 40%,Greater than 40%,Greater than 40%,,,Less than 20%,Greater than 40%,Greater than 40%,Between 20%-40%,,Between 20%-40%,,Greater than 40%,,Less than 20%,Between 20%-40%,Less than 20%,,Greater than 40%,Greater than 40%,Between 20%-40%,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Greater than 40%,Less than 20%,,Greater than 40%,Greater than 40%,,,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,,Less than 20%,Between 20%-40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,,Less than 20%,Greater than 40%,Greater than 40%,Greater than 40%,Greater than 40%,Between 20%-40%,Between 20%-40%,Greater than 40%
